DeepFlavour;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 30, 40, 0.018, 0.0235, -118535.316403*(x-0.018)*(x-0.018)*(x-0.018)-297.208531916*(x-0.018)*(x-0.018)+14.0263738147*(x-0.018)+1.1942838430404663
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 30, 40, 0.0235, 0.0335, 6042.95730591*(x-0.0235)*(x-0.0235)*(x-0.0235)-90.6443595886*(x-0.0235)*(x-0.0235)+0.0*(x-0.0235)+1.2427170276641846
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 30, 40, 0.0335, 0.0605, -556.455682384*(x-0.0335)*(x-0.0335)*(x-0.0335)+32.6152775178*(x-0.0335)*(x-0.0335)+0.0*(x-0.0335)+1.2396955490112305
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 30, 40, 0.0605, 0.1225, -74.40385538*(x-0.0605)*(x-0.0605)*(x-0.0605)+6.67124984081*(x-0.0605)*(x-0.0605)+0.544256408589*(x-0.0605)+1.2525193691253662
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 30, 40, 0.1225, 0.587, -0.568052765844*(x-0.1225)*(x-0.1225)*(x-0.1225)-0.0502812911702*(x-0.1225)*(x-0.1225)+0.513466128607*(x-0.1225)+1.2941750288009644
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 30, 40, 0.587, 1.1, 1.46490073204
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, -15, 0, 0.0
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, 0, 0.003, 0.675977706909
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, 0.003, 0.008, -2082.72355622*(x-0.003)*(x-0.003)*(x-0.003)-442.452434545*(x-0.003)*(x-0.003)+40.6459902462*(x-0.003)+0.6759777069091797
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, 0.008, 0.0125, -406167.470327*(x-0.008)*(x-0.008)*(x-0.008)+1386.45825057*(x-0.008)*(x-0.008)+36.0652616341*(x-0.008)+0.8678860068321228
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, 0.0125, 0.018, 41489.1755875*(x-0.0125)*(x-0.0125)*(x-0.0125)-1280.94831004*(x-0.0125)*(x-0.0125)+23.8687120668*(x-0.0125)+1.0212434530258179
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, 0.018, 0.0245, -186174.394*(x-0.018)*(x-0.018)*(x-0.018)+773.398546046*(x-0.018)*(x-0.018)+13.543423341*(x-0.018)+1.1206754446029663
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, 0.0245, 0.0315, 1386.1914039*(x-0.0245)*(x-0.0245)*(x-0.0245)-69.6729109993*(x-0.0245)*(x-0.0245)+0.0*(x-0.0245)+1.1902556419372559
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, 0.0315, 0.0395, 182875.758886*(x-0.0315)*(x-0.0315)*(x-0.0315)-2146.28094303*(x-0.0315)*(x-0.0315)-0.771650617617*(x-0.0315)+1.187317132949829
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, 0.0395, 0.049, -30963.8960366*(x-0.0395)*(x-0.0395)*(x-0.0395)+441.235518522*(x-0.0395)*(x-0.0395)+0.0*(x-0.0395)+1.1374143362045288
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, 0.049, 0.0625, 87825.9284476*(x-0.049)*(x-0.049)*(x-0.049)-1778.47505106*(x-0.049)*(x-0.049)+0.0*(x-0.049)+1.1506881713867188
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, 0.0625, 0.1, -2570.64254196*(x-0.0625)*(x-0.0625)*(x-0.0625)+144.598642985*(x-0.0625)*(x-0.0625)+0.0*(x-0.0625)+1.042645812034607
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, 0.1, 0.1705, 85.7096123458*(x-0.1)*(x-0.1)*(x-0.1)-9.06379150556*(x-0.1)*(x-0.1)+0.0*(x-0.1)+1.110426425933838
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, 0.1705, 0.611, 0.818790613166*(x-0.1705)*(x-0.1705)*(x-0.1705)+0.0463158968133*(x-0.1705)*(x-0.1705)+0.0*(x-0.1705)+1.0954099893569946
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 30, 40, 0.611, 1.1, 1.17438304424
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, -15, 0, 0.0
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, 0, 0.005, 0.795105695724
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, 0.005, 0.0145, -36512.4628228*(x-0.005)*(x-0.005)*(x-0.005)-391.041068139*(x-0.005)*(x-0.005)+28.9332803927*(x-0.005)+0.7951056957244873
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, 0.0145, 0.024, -12661.8866193*(x-0.0145)*(x-0.0145)*(x-0.0145)-270.753145255*(x-0.0145)*(x-0.0145)+11.6177507888*(x-0.0145)+1.00337553024292
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, 0.024, 0.035, -5423.78708291*(x-0.024)*(x-0.024)*(x-0.024)-48.927296167*(x-0.024)*(x-0.024)+3.04523522677*(x-0.024)+1.078452706336975
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, 0.035, 0.0475, 1168.06897881*(x-0.035)*(x-0.035)*(x-0.035)-84.0039384071*(x-0.035)*(x-0.035)+0.0*(x-0.035)+1.0988110303878784
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, 0.0475, 0.0615, 80088.9556334*(x-0.0475)*(x-0.0475)*(x-0.0475)-1626.41927808*(x-0.0475)*(x-0.0475)-1.55256612636*(x-0.0475)+1.087966799736023
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, 0.0615, 0.079, -2936.37299018*(x-0.0615)*(x-0.0615)*(x-0.0615)+102.178248283*(x-0.0615)*(x-0.0615)+0.0*(x-0.0615)+0.9672167897224426
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, 0.079, 0.1105, -104.457192181*(x-0.079)*(x-0.079)*(x-0.079)+2.9005959619*(x-0.079)*(x-0.079)+0.878446005174*(x-0.079)+0.9827717542648315
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, 0.1105, 0.1635, -193.944691243*(x-0.1105)*(x-0.1105)*(x-0.1105)+8.34086140712*(x-0.1105)*(x-0.1105)+0.750240603949*(x-0.1105)+1.0100560188293457
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, 0.1635, 0.2365, 280.390672792*(x-0.1635)*(x-0.1635)*(x-0.1635)-30.7027786707*(x-0.1635)*(x-0.1635)+0.0*(x-0.1635)+1.0443743467330933
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, 0.2365, 0.3195, -228.093091079*(x-0.2365)*(x-0.2365)*(x-0.2365)+30.5511973882*(x-0.2365)*(x-0.2365)+0.0*(x-0.2365)+0.9898359775543213
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, 0.3195, 0.6855, -0.0488142201393*(x-0.3195)*(x-0.3195)*(x-0.3195)-0.461587404491*(x-0.3195)*(x-0.3195)+0.357498853106*(x-0.3195)+1.0698825120925903
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 30, 40, 0.6855, 1.1, 1.13650143147
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, -15, 0, 0.0
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, 0, 0.0015, 0.582169592381
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, 0.0015, 0.004, -27119.060054*(x-0.0015)*(x-0.0015)*(x-0.0015)+814.194827513*(x-0.0015)*(x-0.0015)+58.97427996*(x-0.0015)+0.5821695923805237
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, 0.004, 0.006, -1039973.96811*(x-0.004)*(x-0.004)*(x-0.004)+2911.09217627*(x-0.004)*(x-0.004)+62.5367717216*(x-0.004)+0.7342702746391296
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, 0.006, 0.008, -1093342.46413*(x-0.006)*(x-0.006)*(x-0.006)+1031.40978322*(x-0.006)*(x-0.006)+61.7014528093*(x-0.006)+0.8626683950424194
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, 0.008, 0.0105, -601042.935782*(x-0.008)*(x-0.008)*(x-0.008)-776.379304675*(x-0.008)*(x-0.008)+52.7069823727*(x-0.008)+0.9814502000808716
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, 0.0105, 0.0135, -2369826.29133*(x-0.0105)*(x-0.0105)*(x-0.0105)+4905.49940267*(x-0.0105)*(x-0.0105)+37.5555308034*(x-0.0105)+1.0989739894866943
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, 0.0135, 0.017, 176864.30249*(x-0.0135)*(x-0.0135)*(x-0.0135)-1037.16109011*(x-0.0135)*(x-0.0135)+3.00321735353*(x-0.0135)+1.1918047666549683
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, 0.017, 0.021, 75682.7546535*(x-0.017)*(x-0.017)*(x-0.017)+209.484081016*(x-0.017)*(x-0.017)+2.24285283924*(x-0.017)+1.1971938610076904
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, 0.021, 0.025, -2826771.66179*(x-0.021)*(x-0.021)*(x-0.021)+17270.7383607*(x-0.021)*(x-0.021)+7.55149771074*(x-0.021)+1.2143607139587402
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, 0.025, 0.031, 5506.27882717*(x-0.025)*(x-0.025)*(x-0.025)-764.566985714*(x-0.025)*(x-0.025)+10.0323648299*(x-0.025)+1.3399851322174072
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, 0.031, 0.068, 507.454439974*(x-0.031)*(x-0.031)*(x-0.031)-40.2855407361*(x-0.031)*(x-0.031)+1.45223911467*(x-0.031)+1.3738442659378052
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, 0.068, 0.5555, -0.359783681677*(x-0.068)*(x-0.068)*(x-0.068)-0.072181450608*(x-0.068)*(x-0.068)+0.55522448517*(x-0.068)+1.3981302976608276
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 40, 60, 0.5555, 1.1, 1.60996425152
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, -15, 0, 0.0
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, 0, 0.0015, 0.61261922121
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, 0.0015, 0.0035, -1470990.42288*(x-0.0015)*(x-0.0015)*(x-0.0015)+11540.4376259*(x-0.0015)*(x-0.0015)+25.7808069388*(x-0.0015)+0.6126192212104797
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, 0.0035, 0.0045, -15053575.5751*(x-0.0035)*(x-0.0035)*(x-0.0035)+29535.9940468*(x-0.0035)*(x-0.0035)+54.2906723678*(x-0.0035)+0.6985746622085571
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, 0.0045, 0.0055, -3914120.6549*(x-0.0045)*(x-0.0045)*(x-0.0045)+3352.37227516*(x-0.0045)*(x-0.0045)+68.2019337359*(x-0.0045)+0.7673477530479431
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, 0.0055, 0.007, -12235688.8024*(x-0.0055)*(x-0.0055)*(x-0.0055)+15392.9024787*(x-0.0055)*(x-0.0055)+63.1643163215*(x-0.0055)+0.8349879384040833
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, 0.007, 0.009, 3964398.79517*(x-0.007)*(x-0.007)*(x-0.007)-12938.9753379*(x-0.007)*(x-0.007)+26.7521243415*(x-0.007)+0.9230729937553406
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, 0.009, 0.0115, -2478686.64845*(x-0.009)*(x-0.009)*(x-0.009)+11629.6577944*(x-0.009)*(x-0.009)+22.5690085322*(x-0.009)+0.9565365314483643
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, 0.0115, 0.016, -1207265.88547*(x-0.0115)*(x-0.0115)*(x-0.0115)+4975.41373751*(x-0.0115)*(x-0.0115)+34.2419228459*(x-0.0115)+1.0469149351119995
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, 0.016, 0.025, 33672.8216635*(x-0.016)*(x-0.016)*(x-0.016)-623.143464223*(x-0.016)*(x-0.016)+5.67924394095*(x-0.016)+1.1917436122894287
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, 0.025, 0.049, -3956.73694264*(x-0.025)*(x-0.025)*(x-0.025)+87.3350872444*(x-0.025)*(x-0.025)+2.64515724916*(x-0.025)+1.2169296741485596
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, 0.049, 0.1085, 371.355280256*(x-0.049)*(x-0.049)*(x-0.049)-35.0664786305*(x-0.049)*(x-0.049)+0.0*(x-0.049)+1.2760205268859863
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, 0.1085, 0.58, -0.0911547810075*(x-0.1085)*(x-0.1085)*(x-0.1085)+0.307140867062*(x-0.1085)*(x-0.1085)-0.228839364247*(x-0.1085)+1.2301005125045776
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 40, 60, 0.58, 1.1, 1.18092906475
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, -15, 0, 0.0
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, 0, 0.0025, 0.714987337589
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, 0.0025, 0.007, -7673.09538034*(x-0.0025)*(x-0.0025)*(x-0.0025)-442.277322879*(x-0.0025)*(x-0.0025)+33.9200033082*(x-0.0025)+0.7149873375892639
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, 0.007, 0.0115, -209891.75644*(x-0.007)*(x-0.007)*(x-0.007)+502.2355811*(x-0.007)*(x-0.007)+29.4733668579*(x-0.007)+0.8579720258712769
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, 0.0115, 0.017, -135115.082722*(x-0.0115)*(x-0.0115)*(x-0.0115)-11.2448326969*(x-0.0115)*(x-0.0115)+21.2425628841*(x-0.0115)+0.9816460609436035
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, 0.017, 0.023, -82885.6323232*(x-0.017)*(x-0.017)*(x-0.017)+7.8726936219*(x-0.017)*(x-0.017)+8.85717596744*(x-0.017)+1.075660228729248
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, 0.023, 0.0295, 108719.740231*(x-0.023)*(x-0.023)*(x-0.023)-1060.01746725*(x-0.023)*(x-0.023)+0.0*(x-0.023)+1.1111834049224854
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, 0.0295, 0.037, -424754.95515*(x-0.0295)*(x-0.0295)*(x-0.0295)+4778.49324544*(x-0.0295)*(x-0.0295)+0.0*(x-0.0295)+1.096254825592041
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, 0.037, 0.0485, 24868.7175803*(x-0.037)*(x-0.037)*(x-0.037)-522.423962802*(x-0.037)*(x-0.037)+0.0*(x-0.037)+1.1858515739440918
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, 0.0485, 0.0805, 666.532647026*(x-0.0485)*(x-0.0485)*(x-0.0485)-6.32331133684*(x-0.0485)*(x-0.0485)-2.14908744445*(x-0.0485)+1.154583215713501
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, 0.0805, 0.1465, 7.4894566606*(x-0.0805)*(x-0.0805)*(x-0.0805)+3.09332468717*(x-0.0805)*(x-0.0805)-0.506191078348*(x-0.0805)+1.1011782884597778
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, 0.1465, 0.2295, -83.2545084032*(x-0.1465)*(x-0.1465)*(x-0.1465)+10.3651862962*(x-0.1465)*(x-0.1465)+0.0*(x-0.1465)+1.083397388458252
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, 0.2295, 0.6405, -0.534840837349*(x-0.2295)*(x-0.2295)*(x-0.2295)+0.0*(x-0.2295)*(x-0.2295)+0.0*(x-0.2295)+1.1071993112564087
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 40, 60, 0.6405, 1.1, 1.07006716728
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, -15, 0, 0.0
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, 0, 0.0015, 0.646957218647
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, 0.0015, 0.004, -104851.344507*(x-0.0015)*(x-0.0015)*(x-0.0015)+2271.5665051*(x-0.0015)*(x-0.0015)+54.3323788378*(x-0.0015)+0.6469572186470032
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, 0.004, 0.006, -1791015.10903*(x-0.004)*(x-0.004)*(x-0.004)+5919.12881348*(x-0.004)*(x-0.004)+63.7242486538*(x-0.004)+0.7953471541404724
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, 0.006, 0.008, -5053827.68657*(x-0.006)*(x-0.006)*(x-0.006)+8950.17708462*(x-0.006)*(x-0.006)+65.9085825994*(x-0.006)+0.932144045829773
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, 0.008, 0.01, 5032434.52266*(x-0.008)*(x-0.008)*(x-0.008)-15436.0175892*(x-0.008)*(x-0.008)+41.063358699*(x-0.008)+1.0593312978744507
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, 0.01, 0.012, -18830535.9276*(x-0.01)*(x-0.01)*(x-0.01)+46564.4821292*(x-0.01)*(x-0.01)+39.7085026139*(x-0.01)+1.1199734210968018
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, 0.012, 0.014, 15383869.4096*(x-0.012)*(x-0.012)*(x-0.012)-46151.6082287*(x-0.012)*(x-0.012)+0.0*(x-0.012)+1.2350040674209595
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, 0.014, 0.0165, -17482202.6999*(x-0.014)*(x-0.014)*(x-0.014)+65669.4654901*(x-0.014)*(x-0.014)+0.0*(x-0.014)+1.1734685897827148
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, 0.0165, 0.0195, 56645.0497847*(x-0.0165)*(x-0.0165)*(x-0.0165)-264.943274354*(x-0.0165)*(x-0.0165)+0.556026826578*(x-0.0165)+1.3107433319091797
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, 0.0195, 0.0235, -481599.988321*(x-0.0195)*(x-0.0195)*(x-0.0195)+3217.15541471*(x-0.0195)*(x-0.0195)+0.495783524642*(x-0.0195)+1.311556339263916
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, 0.0235, 0.0615, 467.468143259*(x-0.0235)*(x-0.0235)*(x-0.0235)-53.7355875598*(x-0.0235)*(x-0.0235)+3.11622740288*(x-0.0235)+1.3341915607452393
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, 0.0615, 0.5535, -0.735799973459*(x-0.0615)*(x-0.0615)*(x-0.0615)-0.531567775009*(x-0.0615)*(x-0.0615)+1.05739474493*(x-0.0615)+1.4006649255752563
3, iterativefit, up_jesBBEC1, 2, 0.0, 0.8, 60, 10000.0, 0.5535, 1.1, 1.70459926128
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, -15, 0, 0.0
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, 0, 0.0015, 0.666597723961
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, 0.0015, 0.0035, -3346352.93132*(x-0.0015)*(x-0.0015)*(x-0.0015)+23079.7711143*(x-0.0015)*(x-0.0015)+20.6941564878*(x-0.0015)+0.6665977239608765
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, 0.0035, 0.0045, -76175035.501*(x-0.0035)*(x-0.0035)*(x-0.0035)+105947.512478*(x-0.0035)*(x-0.0035)+72.8570057692*(x-0.0035)+0.7735342979431152
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, 0.0045, 0.0055, 10034397.5147*(x-0.0045)*(x-0.0045)*(x-0.0045)-27541.1908163*(x-0.0045)*(x-0.0045)+56.2269242221*(x-0.0045)+0.8761637806892395
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, 0.0055, 0.0065, 15166768.3635*(x-0.0055)*(x-0.0055)*(x-0.0055)-20221.5999782*(x-0.0055)*(x-0.0055)+31.2477351334*(x-0.0055)+0.9148839116096497
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, 0.0065, 0.008, -25459320.7694*(x-0.0065)*(x-0.0065)*(x-0.0065)+57299.1781016*(x-0.0065)*(x-0.0065)+36.3048402674*(x-0.0065)+0.9410768151283264
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, 0.008, 0.0105, 1101625.26942*(x-0.008)*(x-0.008)*(x-0.008)-7732.12567274*(x-0.008)*(x-0.008)+36.3519593791*(x-0.008)+1.038532018661499
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, 0.0105, 0.014, -151814.350969*(x-0.0105)*(x-0.0105)*(x-0.0105)-550.092486007*(x-0.0105)*(x-0.0105)+18.346804817*(x-0.0105)+1.0982990264892578
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, 0.014, 0.02, 33506.982943*(x-0.014)*(x-0.014)*(x-0.014)-670.810274242*(x-0.014)*(x-0.014)+8.91698001684*(x-0.014)+1.149265170097351
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, 0.02, 0.045, -3074.94606252*(x-0.02)*(x-0.02)*(x-0.02)+25.5902596688*(x-0.02)*(x-0.02)+4.48601088378*(x-0.02)+1.1858553886413574
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, 0.045, 0.1075, 344.829101562*(x-0.045)*(x-0.045)*(x-0.045)-32.3277282715*(x-0.045)*(x-0.045)+0.0*(x-0.045)+1.265953540802002
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, 0.1075, 0.5795, 0.507733801281*(x-0.1075)*(x-0.1075)*(x-0.1075)+0.0*(x-0.1075)*(x-0.1075)+0.0*(x-0.1075)+1.2238601446151733
3, iterativefit, up_jesBBEC1, 2, 0.8, 1.6, 60, 10000.0, 0.5795, 1.1, 1.27725040913
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, -15, 0, 0.0
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, 0, 0.0015, 0.689488828182
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, 0.0015, 0.004, -175601.898886*(x-0.0015)*(x-0.0015)*(x-0.0015)+3063.23513204*(x-0.0015)*(x-0.0015)+26.0958790779*(x-0.0015)+0.6894888281822205
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, 0.004, 0.0065, -3552385.07292*(x-0.004)*(x-0.004)*(x-0.004)+11944.1978143*(x-0.004)*(x-0.004)+38.119519134*(x-0.004)+0.7711299657821655
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, 0.0065, 0.0095, 1794969.78576*(x-0.0065)*(x-0.0065)*(x-0.0065)-8012.44013044*(x-0.0065)*(x-0.0065)+31.2332880885*(x-0.0065)+0.8855739831924438
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, 0.0095, 0.0125, -6763078.746*(x-0.0095)*(x-0.0095)*(x-0.0095)+26072.0244028*(x-0.0095)*(x-0.0095)+31.6228315213*(x-0.0095)+0.9556260704994202
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, 0.0125, 0.016, -14844.3256328*(x-0.0125)*(x-0.0125)*(x-0.0125)-700.903261282*(x-0.0125)*(x-0.0125)+5.45185179598*(x-0.0125)+1.1025396585464478
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, 0.016, 0.0205, 28230.852878*(x-0.016)*(x-0.016)*(x-0.016)-190.558256926*(x-0.016)*(x-0.016)+0.0*(x-0.016)+1.112398624420166
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, 0.0205, 0.0285, -302942.469716*(x-0.0205)*(x-0.0205)*(x-0.0205)+3635.30963659*(x-0.0205)*(x-0.0205)+0.0*(x-0.0205)+1.111112356185913
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, 0.0285, 0.058, 2841.23705941*(x-0.0285)*(x-0.0285)*(x-0.0285)-125.724739879*(x-0.0285)*(x-0.0285)+0.0*(x-0.0285)+1.1886656284332275
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, 0.058, 0.1235, -1.43152579814*(x-0.058)*(x-0.058)*(x-0.058)+0.734012116476*(x-0.058)*(x-0.058)+0.0*(x-0.058)+1.1521949768066406
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, 0.1235, 0.2065, -283.121953188*(x-0.1235)*(x-0.1235)*(x-0.1235)+34.7804254816*(x-0.1235)*(x-0.1235)+0.077730776592*(x-0.1235)+1.1549417972564697
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, 0.2065, 0.629, -1.50217610912*(x-0.2065)*(x-0.2065)*(x-0.2065)+0.0*(x-0.2065)*(x-0.2065)+0.0*(x-0.2065)+1.2391103506088257
3, iterativefit, up_jesBBEC1, 2, 1.6, 2.5, 60, 10000.0, 0.629, 1.1, 1.12581789494
3, iterativefit, down_jesHF_2017, 0, 0.0, 2.5, 20, 30, -15, 0, 0.0
3, iterativefit, down_jesHF_2017, 0, 0.0, 2.5, 20, 30, 0, 0.086, 1.54369843006
3, iterativefit, down_jesHF_2017, 0, 0.0, 2.5, 20, 30, 0.086, 0.192, 13.8575900967*(x-0.086)*(x-0.086)*(x-0.086)-6.67562537652*(x-0.086)*(x-0.086)-2.46215165248*(x-0.086)+1.5436984300613403
3, iterativefit, down_jesHF_2017, 0, 0.0, 2.5, 20, 30, 0.192, 0.233, 2467.95446623*(x-0.192)*(x-0.192)*(x-0.192)-110.190509608*(x-0.192)*(x-0.192)-3.41027258533*(x-0.192)+1.2242076396942139
3, iterativefit, down_jesHF_2017, 0, 0.0, 2.5, 20, 30, 0.233, 0.2745, -1933.06406637*(x-0.233)*(x-0.233)*(x-0.233)+120.333238132*(x-0.233)*(x-0.233)+0.0*(x-0.233)+1.0692501068115234
